"","name","aci","h","m","ndsi","q","adi","aei","bi"
"x277","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc665227_left_start_1_15.wav",176.707801540974,0.756907886399879,0.0303535604345429,0.845771388838608,4.53475533249686,1.782599,0.541743,9.45052889103706
"x278","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc665227_left_start_1_30.wav",169.117748577945,0.763900228906101,0.025702514700569,0.904844047541259,8.26609281437125,1.879072,0.499301,10.2324951942079
"x279","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc665227_left_start_1_45.wav",172.92681166023,0.76928932850615,0.0225905124520972,0.875158276974324,7.73647997798266,1.745788,0.558479,8.87902602215028
"x280","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc665227_left_start_2_0.wav",174.715961398183,0.763154922553386,0.0349974404779098,0.843269199328699,20.254810386699,1.85719,0.497436,9.81170101904083
"x281","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc665246_left_start_0_0.wav",154.06828488077,0.861771466457596,0.00288302489670918,0.788132895306154,1.27397694829227,2.135294,0.32317,4.97073424912898
"132","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_0_0.wav",161.413733269549,0.784626744960807,0.010340194290916,0.684292010629028,NA,2.26719,0.150532,3.89985977386986
"133","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_0_15.wav",165.13087137381,0.779739746083604,0.0104873894374766,0.936288437186329,NA,1.240105,0.734771,6.88626376889655
"134","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_0_30.wav",161.305683102313,0.796878572033299,0.00964048185579869,0.5651235021304,NA,2.271707,0.141244,4.40992953201584
"x282","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_0_45.wav",158.276218179559,0.813277424612905,0.00810715897041049,0.260199160469414,1.28011472275335,2.29013,0.090087,2.97982398734875
"135","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_1_0.wav",157.702440280295,0.806683229576325,0.00808010147854548,-0.0353502736171151,NA,2.291347,0.083874,1.24370497139369
"x283","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_1_15.wav",157.670710098078,0.814084521519269,0.00764323685469772,0.131456967565103,1.41593232287628,2.294309,0.072124,2.13938188540969
"136","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_1_30.wav",158.11295607447,0.795475577183501,0.00876496127422307,0.153852774720545,NA,2.18429,0.269601,2.41845886641395
"137","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_1_45.wav",159.249489753697,0.808607502774882,0.00843746095759938,0.637877085957505,NA,2.208304,0.243344,4.05440891115251
"138","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_2_0.wav",156.792568948065,0.817974853207011,0.00734773257181705,0.286147668490415,NA,2.292331,0.080935,2.49300995465829
"x284","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_2_15.wav",159.811252804036,0.821797434945323,0.00784405434991822,0.660708889551035,2.44183218483989,2.271743,0.140936,4.2057348547523
"139","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc666954_start_2_30.wav",164.950743513664,0.785421527518378,0.00964011729337639,0.927935467611171,NA,1.442498,0.673916,9.19670102370448
"140","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc670343_left_start_0_0.wav",166.533813435343,0.731134717897255,0.00708562883918387,0.311757256691952,NA,2.191056,0.253603,2.33183456800449
"x285","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc670343_left_start_0_15.wav",166.187542011534,0.737020721042804,0.00679308799329342,-0.133905912210031,2.07402306765364,2.229914,0.205848,1.90146792414041
"141","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc670701_left_start_0_0.wav",168.001472483172,0.74419629987704,0.00798100367926424,0.931207091587773,NA,1.632714,0.607182,15.4356076590805
"x286","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc674511_left_start_0_0.wav",176.539677174369,0.69582015507995,0.0200061568646151,0.920269956381282,29.6505617977529,1.72551,0.559033,17.533336190752
"x287","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc676905_left_start_0_0.wav",150.664764127711,0.87189198021227,0.00252457401997127,0.243979174219856,1.83756577442233,2.301296,0.028708,3.7853487423183
"x288","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc676905_left_start_0_15.wav",151.490331170508,0.870197654992748,0.0025888917753041,0.356734409509968,2.13017186505411,2.300857,0.03321,4.22756381261636
"x289","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_0_0.wav",161.25414928001,0.819882166300814,0.00207406863443139,0.948817564822041,3.70884322327407,1.804152,0.537416,5.61120172787932
"x290","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_0_15.wav",158.220188664662,0.7969745181443,0.00200151203535782,0.977526859293012,11.5123794631222,1.444265,0.677931,7.61021786780934
"x291","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_0_30.wav",156.782791709202,0.775003581976147,0.00189707797399424,0.970555964211616,15.9459519082285,1.604486,0.614731,7.07244678100957
"x292","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_0_45.wav",161.886313138051,0.799132973594509,0.00209982284995217,0.972429905491519,14.7635649087221,1.703163,0.584735,6.36601603536927
"x293","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_1_0.wav",159.139301730503,0.821902928994669,0.00210339977415728,0.960940168821202,17.2795180722892,1.821914,0.530984,4.63287818127767
"x294","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_1_15.wav",161.850617533436,0.817616448265041,0.00304158604211399,0.956106390466311,10.8153784002154,2.009583,0.418676,4.81799548022419
"x295","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_1_30.wav",159.07811470489,0.810910641902803,0.00238205698835382,0.973380549004972,12.3942199775533,2.036774,0.395836,4.93572975674277
"x296","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_1_45.wav",160.512693285733,0.896742996238568,0.00274642948187979,0.867224498347874,8.15794819705434,2.284466,0.083789,2.81111253469075
"x297","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_2_0.wav",159.191889720917,0.850397842147723,0.00207283863596661,0.934868533366514,4.28832463217845,2.239584,0.197538,3.62378102530817
"x298","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_2_15.wav",156.85743022048,0.858977394935034,0.00218929628262181,0.950754547041762,8.1953181272509,2.25911,0.165137,3.7397785190672
"x299","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_2_30.wav",157.089844481604,0.888942993176402,0.00205081561341567,0.913550667172539,9.45266605260466,2.28811,0.090227,3.64860272666516
"x300","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678169_left_start_2_45.wav",158.556091052578,0.896825909312932,0.00284442878506597,0.920140666553435,28.5340596873519,2.295754,0.048819,3.50610089206406
"142","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Buzzard/xc678753_start_0_0.wav",156.946189324193,0.862158167356085,0.00473379959223398,0.79214815990066,NA,2.236379,0.193073,4.72128937187469
"x301","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc433468_left_start_0_0.wav",193.430527681744,0.645360658950733,0.000638997336417089,0.992604345137475,5.49733059548255,2.035842,0.38944,12.7772836667236
"x302","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc445373_left_start_0_0.wav",198.16217120828,0.760493738738754,0.00606827577843377,0.839588394646469,4.00858454781393,1.926477,0.46152,10.6632058694581
"x303","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc463430_left_start_0_0.wav",189.494668679646,0.792868292222659,0.0431245582415459,0.812971763545314,1.93542168674699,2.24559,0.190561,10.1431324406476
"x304","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc463430_left_start_0_15.wav",188.244202555669,0.799311138974559,0.0702702933779905,0.773285848018035,0.813861586786909,2.258641,0.166472,6.59594529511915
"x305","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc468403_start_0_0.wav",178.897351190957,0.846722857101962,0.00306149401571362,0.718428214800456,23.7756068679692,2.243167,0.142343,8.5677102581623
"x306","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc468409_start_0_0.wav",173.207182168409,0.847465302989383,0.00120703377791058,0.80902592527095,70.9658744667883,2.174377,0.243488,8.17382637897579
"x307","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc468409_start_0_15.wav",170.23436688373,0.860188712880799,0.00126052282608878,0.735414913771793,18.3262977752424,2.163971,0.256125,9.3623334319273
"x308","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_0_0.wav",163.243924576716,0.843140793273649,0.00453284831528625,0.916464621009555,13.4101396478446,1.650993,0.599634,9.40825076260682
"x309","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_0_15.wav",162.245469168374,0.829765040083997,0.00452444090854159,0.918258499433271,14.6431672165306,1.651272,0.599667,11.8888406211069
"x310","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_0_30.wav",162.233996717102,0.850495097979981,0.00514130340561641,0.916233525592613,23.1411849450747,1.878239,0.49307,10.7844776918641
"x311","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_0_45.wav",156.6601317607,0.862089965185941,0.00528890940897916,0.846457084084887,23.1151229722658,1.950677,0.451257,9.81826385155113
"x312","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_1_0.wav",166.43620563452,0.820075362602838,0.00558481702318941,0.924261316755421,10.1340151414531,1.80942,0.530596,11.67396874346
"x313","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_1_15.wav",159.54721125561,0.853231516657999,0.00499646811241279,0.884719602168719,17.2137170851194,1.872877,0.49603,9.21558408311043
"x314","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_1_30.wav",155.767839849448,0.877183770586179,0.00621532504906973,0.316921377953938,8.67638938902893,2.279421,0.097178,9.6090342685868
"x315","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc474112_start_1_45.wav",155.593707497319,0.879763431863142,0.00556652570106693,0.652623167320843,20.3498029279278,2.233011,0.203207,9.22081347099349
"x316","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_0_0.wav",181.253296008022,0.724849889068468,0.00210680312138183,0.970448952142696,18.1074465343983,2.164619,0.288699,9.08578615020292
"x317","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_0_15.wav",176.518417109748,0.736832117365229,0.00197877305748094,0.970969602846452,1.34768017451128,2.166968,0.277055,7.26106846291538
"x318","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_0_30.wav",179.365277180738,0.749406194284132,0.00223424425539634,0.959923159639495,3.01738943752683,2.121064,0.330985,8.11969752814856
"x319","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_0_45.wav",189.169763892329,0.730382044690638,0.00276570100031397,0.963091036693933,25.5337686887782,2.149414,0.310223,8.84802893794224
"x320","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_1_0.wav",167.222774161198,0.794899215380228,0.00200485449469375,0.961055633292477,8.08502400495586,1.930811,0.471674,8.94743205239651
"x321","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_1_15.wav",177.733091301714,0.757272775186621,0.00236887505110545,0.960084399043479,19.9503193754436,2.129352,0.325024,8.20161610038569
"x322","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_1_30.wav",177.623972765673,0.761813040886955,0.00239297290918554,0.961727140046505,3.99378418697166,2.038948,0.397965,8.42693833603623
"x323","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc478287_start_1_45.wav",150.382073591345,0.911114079794399,0.00192784580486959,0.213675638996988,15.4509426702578,2.300955,0.032484,4.52068012396519
"x324","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc484814_left_start_0_0.wav",158.590870585372,0.809975445680732,0.00233151206003811,0.560668709636593,10.8581943818537,1.990988,0.418802,7.58375082034834
"x325","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_0_0.wav",186.684899008936,0.788453186691722,0.00269585937385769,0.759513632639945,4.26440138040881,2.274882,0.130104,17.4829441854795
"x326","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_0_15.wav",179.199684662112,0.776977089268586,0.00172187206935899,0.726457736823615,40.0603715170277,2.189306,0.265556,14.1756941184488
"x327","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_0_30.wav",166.878360157493,0.822994901361912,0.00169065581670843,0.643499635100906,22.9551625580565,2.134097,0.311186,9.02179441648949
"x328","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_0_45.wav",195.49866976444,0.764630740242874,0.00189074278473014,0.991417147788944,7.45858098068351,2.100571,0.309227,12.2815713257046
"x329","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_1_0.wav",184.146754883307,0.780744750222663,0.00213042782471744,0.927001069525053,50.1441207075962,2.1493,0.28455,10.3297149484372
"x330","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_1_15.wav",177.382471746803,0.796559059388082,0.00605776431390942,0.987569028950613,36.9422587590525,2.064316,0.369454,11.4348149836602
"x331","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_1_30.wav",158.187718838404,0.858376209297676,0.0016687665051948,0.830737108270351,15.8204202232435,1.912432,0.466898,10.4947017016552
"x332","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc487706_left_start_1_45.wav",170.996919636014,0.79801907090429,0.00289635802395209,0.920136554287884,10.2459601973125,2.199897,0.244582,12.6442101256767
"x333","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488371_left_start_0_0.wav",185.82161123333,0.78617681946031,0.0117395202823835,0.949993938639569,10.0034251907208,2.184865,0.2555,10.5960945321494
"x334","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488371_left_start_0_15.wav",177.811832034667,0.845541360094857,0.00535082248116192,0.793102872736548,28.9968524347342,2.287542,0.083853,6.73157519400934
"x335","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488371_left_start_0_30.wav",183.953401571616,0.866261017780124,0.00483706029566508,0.788892222245561,13.2459226681327,2.292196,0.074857,5.87214143911805
"x336","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488371_left_start_0_45.wav",171.064601628435,0.868888664542929,0.00453092143993636,0.748480126833177,31.4340864614839,2.284563,0.107304,5.80309210629774
"x337","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488371_left_start_1_0.wav",167.247577450488,0.881728239861054,0.00524027491191913,0.693830196560428,26.0265570660766,2.29683,0.045692,7.31005829437494
"x338","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488371_left_start_1_15.wav",175.712835106855,0.825905809813625,0.00449297210993085,0.161527152995962,5.64682446683852,2.256341,0.171408,7.54927968852278
"x339","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488372_left_start_0_0.wav",183.804970762242,0.810857335000267,0.0128987093425093,0.916698575213071,10.8014046622833,2.210178,0.214741,8.02551918855116
"x340","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc488373_left_start_0_0.wav",186.807008328803,0.818515124633419,0.0132883258363214,0.94157146937511,2.35459283387622,2.227598,0.209755,6.78616680800154
"x341","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc491059_left_start_0_0.wav",167.710450341372,0.838868999403877,0.00817974122318956,0.990515583210266,17.3629239291988,2.218956,0.221766,5.60856126723338
"x342","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc491059_left_start_0_15.wav",157.476702611533,0.912791151396719,0.00674536038651861,0.948274065390523,10.572473307006,2.272882,0.128658,4.26591176588089
"x343","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc491059_left_start_0_30.wav",157.851916436537,0.904272513661751,0.00681747871733077,0.950036039753044,10.0659097611324,2.272688,0.11736,4.35744789567602
"143","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc505944_left_start_0_0.wav",196.301221550954,0.763213505799021,0.0303745588936226,0.967221178355629,NA,2.008429,0.418562,9.41210731235912
"x344","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc505944_left_start_0_15.wav",188.469045770805,0.78298445504386,0.0241454306847731,0.957430110331223,20.7248709756698,1.985655,0.424374,11.1673566012935
"x345","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc505944_left_start_0_30.wav",167.4735800803,0.802996374606395,0.0237035034727772,0.897363030928539,1.02947206560738,1.877549,0.464914,10.2900188686742
"x346","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc505944_left_start_0_45.wav",174.681298171998,0.794381366245119,0.0183595630562422,0.933018475569157,53.5745627038247,1.845821,0.493777,9.62585478664483
"144","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc505944_left_start_1_0.wav",186.184455287752,0.795712513270739,0.0384587951313555,0.704000533008454,NA,2.108946,0.320121,10.7289736850812
"x347","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc505944_left_start_1_15.wav",173.215015175952,0.789540833152443,0.02806564679966,0.864241980061141,1.28020401657635,1.764569,0.527919,12.0857785913513
"x348","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc507253_start_0_0.wav",202.994685620217,0.762170499455357,0.00892464724903996,0.600308266815092,1.08100107642626,2.268467,0.138151,8.17451670869693
"x349","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc512405_start_0_0.wav",167.901059162662,0.827566682838805,0.00986765382166753,0.716864418746758,31.2064641469446,2.208951,0.236551,8.4928472470756
"x350","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc512405_start_0_15.wav",157.570993710751,0.855411555030765,0.00739098001343011,0.555826161984593,15.490448199853,2.265285,0.150765,6.45216856879861
"145","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc512405_start_0_30.wav",158.747299512761,0.856816850094789,0.00718671565070047,0.264219155336989,NA,2.278591,0.120564,4.64935677419639
"x351","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc513737_start_0_0.wav",183.268133185661,0.650070231138524,0.0011066095752775,0.99561667673794,7.10542612798584,2.059144,0.365114,9.91497849844184
"x352","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc513737_start_0_15.wav",187.785678036821,0.63417232426272,0.00156157566488518,0.997538699166393,47.4296962879641,1.96712,0.431894,10.0943908575493
"x353","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc513737_start_0_30.wav",187.081256681257,0.627625363923921,0.00120987976754355,0.997800710898603,4.9589133363269,1.97254,0.429168,9.49774258029077
"x354","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc513737_start_0_45.wav",186.137570511502,0.647429288407917,0.00137300561966044,0.997662093299746,38.2999999999999,1.961084,0.443901,10.4428011065605
"x355","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc513737_start_1_0.wav",183.932140159827,0.639015429892,0.00105451232454474,0.995345203052493,3.5450903164471,1.913771,0.462653,9.23140706620661
"x356","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc513737_start_1_15.wav",182.87869717005,0.643911637876068,0.00140878919615985,0.995301358353298,5.87670731707317,1.995248,0.410159,8.15069404437384
"x357","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc526998_left_start_0_0.wav",170.286707716447,0.783166782432706,0.0124393782042045,0.844481667902382,2.34888141541161,1.720585,0.566194,10.794921972141
"x358","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc526998_left_start_0_15.wav",180.062601194348,0.748834717963821,0.0131665970078625,0.777194283144486,1.32683571487569,1.790626,0.538589,12.4726101754088
"x359","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc526998_left_start_0_30.wav",167.409547422126,0.829532312648564,0.00347965017378591,0.870459026788788,16.2112648981161,1.834179,0.504046,12.7290884376843
"x360","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc526998_left_start_0_45.wav",159.583115296964,0.863231235564148,0.00283015847855991,0.667435435896767,2.92308625500424,2.295183,0.062624,9.69883814007883
"x361","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc544117_start_0_0.wav",191.733372208667,0.753000688718909,0.0111414223443762,0.964505077257292,2.22778209253301,2.032594,0.388004,8.56334486133138
"x362","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc544117_start_0_15.wav",166.418997620515,0.74377671367449,0.0158695965845874,0.980911118663357,34.1457927369354,1.995697,0.429369,7.03504557207673
"x363","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc544117_start_0_30.wav",176.174813423767,0.760330173319774,0.00809494113337176,0.992371291923433,21.0348665902766,1.984429,0.438501,8.42198605514397
"x364","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc544117_start_0_45.wav",194.042246311219,0.708580726462485,0.00681001371553494,0.995595932099501,26.9794908062236,1.869238,0.500776,7.71368612701337
"146","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc562508_left_start_0_0.wav",193.04177432176,0.692087035926677,0.0392138014577573,0.954830785127624,NA,2.096824,0.347577,13.6434708621452
"x365","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc572405_start_0_0.wav",183.788372264533,0.75209760990728,0.0176018073050345,0.897134839008569,4.17435267435267,1.956398,0.439949,9.53986347574779
"x366","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc572405_start_0_15.wav",180.218110391988,0.735999178326227,0.0199529938769953,0.946586053929711,5.5574314973706,1.948709,0.436146,9.36107453248372
"x367","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc572530_start_0_0.wav",181.045569833413,0.75613227008011,0.00323561479774008,0.955857148870116,32.958589815333,2.199223,0.240979,7.70661281077433
"x368","C:/Users/Anthony/Documents/GitHub/Personal_Projects/bird_detection_audio/richfield_birds_split/Common Kestrel/xc584503_left_start_0_0.wav",161.972077103621,0.841087807629904,0.00720845061675101,0.937165699820185,0.717270941239507,2.298084,0.052857,10.7356711213756
