,loss,accuracy,val_loss,val_accuracy
0,0.5286781787872314,0.7737321257591248,0.46598345041275024,0.8387516140937805
1,0.45805472135543823,0.815507173538208,0.3958260118961334,0.8309493064880371
2,0.4300787150859833,0.822496771812439,0.3908067047595978,0.8361508250236511
3,0.40957996249198914,0.8328998684883118,0.3905925750732422,0.8348504304885864
4,0.4032677710056305,0.8356631994247437,0.3751544952392578,0.8465539813041687
5,0.38624849915504456,0.8407022356987,0.37397053837776184,0.845253586769104
6,0.3922036290168762,0.8413524031639099,0.3722182512283325,0.8465539813041687
7,0.37541505694389343,0.8470416069030762,0.3863457441329956,0.8400520086288452
8,0.37186864018440247,0.8483420014381409,0.36887669563293457,0.8491547703742981
9,0.36688587069511414,0.8515929579734802,0.36350083351135254,0.8582574725151062
10,0.35337838530540466,0.8535435795783997,0.36494824290275574,0.8517554998397827
11,0.35273200273513794,0.8574447631835938,0.36811259388923645,0.8504551649093628
12,0.3424391448497772,0.8597204089164734,0.3766973912715912,0.8517554998397827
13,0.3357529938220978,0.86378413438797,0.3722490072250366,0.8569570779800415
14,0.33467650413513184,0.8663849234580994,0.37267157435417175,0.8491547703742981
15,0.33005109429359436,0.8684980273246765,0.3751658797264099,0.8582574725151062
16,0.32401618361473083,0.8714239001274109,0.3656144440174103,0.8543562889099121
17,0.33488327264785767,0.8658972978591919,0.36975568532943726,0.8491547703742981
18,0.31521105766296387,0.8730494379997253,0.38285350799560547,0.8413524031639099
19,0.31809550523757935,0.8730494379997253,0.3714632987976074,0.8465539813041687
20,0.30665889382362366,0.8772757053375244,0.37015920877456665,0.8517554998397827
21,0.3039696216583252,0.879876434803009,0.37177538871765137,0.845253586769104
22,0.29826152324676514,0.8842653036117554,0.3828713893890381,0.8465539813041687
23,0.29160258173942566,0.8845903873443604,0.3983630836009979,0.8322497010231018
24,0.2917165458202362,0.886540949344635,0.37977829575538635,0.845253586769104
25,0.29555943608283997,0.8818270564079285,0.3884202837944031,0.8465539813041687
26,0.29059380292892456,0.8860533237457275,0.3909592926502228,0.8543562889099121
27,0.30029845237731934,0.8811768293380737,0.3811441957950592,0.8569570779800415
28,0.2752893567085266,0.8902795910835266,0.3894784152507782,0.8543562889099121
29,0.2750939130783081,0.8910923004150391,0.40992051362991333,0.8569570779800415
30,0.2754441499710083,0.8906046748161316,0.40288862586021423,0.8556566834449768
31,0.26221850514411926,0.9016579985618591,0.387616902589798,0.8556566834449768
32,0.26177850365638733,0.8956437110900879,0.40536919236183167,0.8569570779800415
33,0.2565668821334839,0.9016579985618591,0.3962169289588928,0.845253586769104
34,0.2608349621295929,0.89808189868927,0.3891254663467407,0.8517554998397827
35,0.26357191801071167,0.8948309421539307,0.4037151038646698,0.8465539813041687
36,0.2607383728027344,0.8966189622879028,0.3957597017288208,0.8556566834449768
37,0.2611122131347656,0.8940182328224182,0.3980535566806793,0.8530558943748474
38,0.25806117057800293,0.8995448350906372,0.4198670983314514,0.8530558943748474
39,0.25321251153945923,0.9032834768295288,0.40279421210289,0.8504551649093628
40,0.25284045934677124,0.8974317312240601,0.39463740587234497,0.8530558943748474
41,0.24342219531536102,0.9031209349632263,0.4706982970237732,0.8192457556724548
42,0.24885715544223785,0.9026333093643188,0.42043596506118774,0.8517554998397827
43,0.24734719097614288,0.9021456241607666,0.433261513710022,0.8556566834449768
44,0.2503197491168976,0.9018205404281616,0.4305388629436493,0.8439531922340393
45,0.23521795868873596,0.9063718914985657,0.4660976827144623,0.8426527976989746
46,0.22608685493469238,0.9099479913711548,0.4640434682369232,0.8556566834449768
47,0.2346041351556778,0.9073472023010254,0.42019882798194885,0.8491547703742981
48,0.223672553896904,0.9112483859062195,0.45206278562545776,0.8543562889099121
49,0.2337879240512848,0.9078348278999329,0.4527694582939148,0.8400520086288452
