,loss,accuracy,val_loss,val_accuracy
0,0.47378554940223694,0.7821875214576721,0.3779367506504059,0.8262500166893005
1,0.3859514892101288,0.8214062452316284,0.35839369893074036,0.8349999785423279
2,0.3578900396823883,0.832812488079071,0.3437098264694214,0.8450000286102295
3,0.33999836444854736,0.8431249856948853,0.35391688346862793,0.8387500047683716
4,0.3280359208583832,0.8501562476158142,0.34477633237838745,0.8412500023841858
5,0.3057194948196411,0.8589062690734863,0.3295455574989319,0.8487499952316284
6,0.2903800904750824,0.8728125095367432,0.3372875452041626,0.8399999737739563
7,0.27750924229621887,0.8739062547683716,0.34216198325157166,0.8412500023841858
8,0.26532796025276184,0.8834375143051147,0.3415032923221588,0.8475000262260437
9,0.25759246945381165,0.8865625262260437,0.3536927103996277,0.8387500047683716
10,0.24216848611831665,0.8926562666893005,0.3426532745361328,0.8512499928474426
11,0.226664736866951,0.9065625071525574,0.3560478985309601,0.8487499952316284
12,0.2212119698524475,0.9046875238418579,0.37654539942741394,0.84375
13,0.20330801606178284,0.9146875143051147,0.3762636184692383,0.8500000238418579
14,0.1936964988708496,0.9200000166893005,0.3824792206287384,0.8500000238418579
15,0.1919146478176117,0.9189062714576721,0.38306453824043274,0.8349999785423279
16,0.17828525602817535,0.9256250262260437,0.3937574326992035,0.84375
17,0.16700458526611328,0.9300000071525574,0.4098682105541229,0.8424999713897705
18,0.15336179733276367,0.9389062523841858,0.46027103066444397,0.8224999904632568
19,0.14772750437259674,0.9384375214576721,0.4207521080970764,0.8399999737739563
