,loss,accuracy,val_loss,val_accuracy
0,0.7057821750640869,0.7053124904632568,0.63572758436203,0.7562500238418579
1,0.6347047686576843,0.7556250095367432,0.6164569854736328,0.7562500238418579
2,0.6218767166137695,0.7554687261581421,0.6049677133560181,0.7562500238418579
3,0.6085667610168457,0.7556250095367432,0.5968421697616577,0.7562500238418579
4,0.6029497385025024,0.7556250095367432,0.5911970138549805,0.7562500238418579
5,0.5985720753669739,0.7556250095367432,0.5853874683380127,0.7562500238418579
6,0.5927280187606812,0.7556250095367432,0.580581784248352,0.7562500238418579
7,0.5870940685272217,0.7556250095367432,0.5782023072242737,0.7562500238418579
8,0.5848640203475952,0.7556250095367432,0.578420877456665,0.7562500238418579
9,0.5845372676849365,0.7556250095367432,0.5735660791397095,0.7562500238418579
10,0.5803190469741821,0.7556250095367432,0.5753403306007385,0.7562500238418579
11,0.5798196792602539,0.7556250095367432,0.5702275633811951,0.7562500238418579
12,0.5783358216285706,0.7556250095367432,0.5719570517539978,0.7562500238418579
13,0.575225293636322,0.7556250095367432,0.5681034922599792,0.7562500238418579
14,0.5740993618965149,0.7556250095367432,0.5666604042053223,0.7562500238418579
15,0.5743048191070557,0.7556250095367432,0.5654739141464233,0.7562500238418579
16,0.572374165058136,0.7556250095367432,0.5651131272315979,0.7562500238418579
17,0.5731756687164307,0.7556250095367432,0.5649462938308716,0.7562500238418579
18,0.5700088143348694,0.7556250095367432,0.5628920793533325,0.7562500238418579
19,0.5693822503089905,0.7556250095367432,0.564171314239502,0.7562500238418579
