,loss,accuracy,val_loss,val_accuracy
0,0.7396021485328674,0.7348437309265137,0.5725446343421936,0.7825000286102295
1,0.5776199102401733,0.7745312452316284,0.5543872714042664,0.7912499904632568
2,0.5345209240913391,0.7934374809265137,0.5425370931625366,0.7950000166893005
3,0.5135095715522766,0.7987499833106995,0.5274412631988525,0.8037499785423279
4,0.5017271041870117,0.8060937523841858,0.5136877298355103,0.8112499713897705
5,0.47684627771377563,0.8143749833106995,0.5091065764427185,0.8050000071525574
6,0.4681752920150757,0.8223437666893005,0.499133825302124,0.8125
7,0.4597860276699066,0.8199999928474426,0.4990713596343994,0.8075000047683716
8,0.44904109835624695,0.8264062404632568,0.48731526732444763,0.8137500286102295
9,0.44380196928977966,0.8276562690734863,0.48187941312789917,0.8087499737739563
10,0.431751549243927,0.8296874761581421,0.4773698151111603,0.8100000023841858
11,0.42447078227996826,0.8326562643051147,0.4732232987880707,0.8112499713897705
12,0.41301214694976807,0.8359375,0.4719541072845459,0.8187500238418579
13,0.3990372121334076,0.8420312404632568,0.4688114821910858,0.8100000023841858
14,0.40178534388542175,0.83984375,0.4667099118232727,0.8149999976158142
15,0.3926953971385956,0.8435937762260437,0.46201401948928833,0.8187500238418579
16,0.3865574300289154,0.8473437428474426,0.4569547176361084,0.8174999952316284
17,0.37481755018234253,0.8509374856948853,0.46503594517707825,0.8162500262260437
18,0.373150110244751,0.8512499928474426,0.45974257588386536,0.8162500262260437
19,0.3659543991088867,0.8498437404632568,0.467957079410553,0.8212500214576721
